experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,parallel,20,24,false,true,13066443718877647677,1036793,0.293912,3.35938,7.86719,3.52756e+06
