experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,concurrent,20,30,true,true,11068046444225734224,270637,0.487825,0.4375,8.05469,554783
