experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,parallel,24,16,false,true,17293822569105678679,45224864,15.7429,173,7.82812,2.87271e+06
