experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,concurrent,24,8,true,true,4611686018432035554,37338682,56.0139,55.0938,7.64453,666596
