experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,sequential,22,1,false,true,143773,143732,0.264362,0.25,7.84375,543695
