experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,concurrent,24,4,true,true,4611686018432035554,18656936,23.6029,23.2969,7.92578,790450
