experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,concurrent,24,4,true,true,4773626,18311440,28.9867,27.5469,7.85547,631718
