experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,parallel,22,8,false,true,143773,1116774,0.497002,3.92188,7.97656,2.24702e+06
