experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,concurrent,20,10,true,true,11068046444225734224,400482,0.650279,0.625,7.85156,615862
