experiment_id,mode,difficulty,threads,affinity,found,nonce,total_hashes,elapsed_s,cpu_time_s,memory_mb,hashes_per_second
exp_001,parallel,22,20,false,true,11068046444225734224,65029,0.0181809,0.21875,8.14844,3.57678e+06
